,Label,mean_nni,sdnn,sdsd,nni_50,pnni_50,nni_20,pnni_20,rmssd,median_nni,range_nni,cvsd,cvnni,mean_hr,max_hr,min_hr,std_hr,lf,hf,lf_hf_ratio,lfnu,hfnu,total_power,vlf,AVNN,SDNN,RMSSD,SKEW,KURT,MO,AMO,M0,R1,DELp,DEL0,DELn
Rh1001,0,592.0665130062562,142.9796305691777,18.831206841487237,107,3.5232136977280213,328,10.80013170892328,18.831686357498462,544.0,740.0,0.03180670742866262,0.24149251381097256,105.96897557712676,140.18691588785046,51.36986301369863,19.739924898314108,862.8061096921307,111.0042851060572,7.772727952509013,88.60103715271373,11.398962847286272,1610.3694558084806,636.5590610102926,592.0665130062562,142.9796305691777,18.831686357498462,1.6436516979029219,1.8637723080591924,520.0,3.9183404675666775,520,0.9898931977022182,0.10968379446640317,0.7743741765480896,0.11594202898550725
Rh1002,0,576.8435244161358,97.48031135973918,72.50750074372337,828,26.369426751592357,970,30.89171974522293,72.50750114683647,584.0,1568.0,0.1256970011412132,0.16898917511192643,107.08318027798614,200.0,32.11991434689507,19.379218905046002,3543.3856178499336,3101.14876403186,1.1426042049150564,53.327824256760245,46.672175743239755,7566.812991397241,922.2786095154466,576.8435244161358,97.48031135973918,72.50750114683647,1.1211178748977386,12.272433703339907,612.0,3.4076433121019107,52,0.7235264008172114,0.2042051608792609,0.5884039503026441,0.20739088881809495
Rh1003,0,537.9101832382097,44.509581080135476,24.174334152599194,136,4.085310904175428,233,6.99909882847702,24.174334272115953,532.0,1072.0,0.04494120956511158,0.08274537732710058,112.34197174808453,200.0,43.731778425655975,10.329328046883248,412.17510511198304,295.4717254725833,1.3949730873664548,58.245877363924215,41.75412263607579,908.178372706014,200.53154212144761,537.9101832382097,44.509581080135476,24.174334272115953,1.7634482689257671,46.02141620870891,520.0,9.07179333133073,520,0.8522485563584369,0.11298076923076923,0.77734375,0.10967548076923077
Rh1004,0,684.1642251349267,115.03501376811815,80.25545406623388,1346,51.88897455666924,2059,79.37548188126446,80.25545408105943,672.0,1368.0,0.11730437098670561,0.16813947520484815,90.09167291284483,192.30769230769232,35.714285714285715,14.754523813816723,3801.0868199348774,2418.9280324531974,1.571393100141115,61.1105746552279,38.88942534477211,7406.511617148904,1186.4967647608298,684.1642251349267,115.03501376811815,80.25545408105943,0.8846588419787251,2.998071727226109,684.0,1.6576715497301466,349,0.756711374448892,0.4080215966062476,0.196683378326263,0.39529502506748937
Rh1005,0,719.3544147843943,108.01336145634123,85.99211351776599,1385,56.878850102669404,1953,80.20533880903491,85.9921840097353,704.0,780.0,0.11954077467573333,0.15015319185705578,85.15681604721705,122.95081967213115,47.3186119873817,11.859772707532855,4655.100646364115,3237.725917650954,1.4377685958487492,58.97887922164189,41.02112077835811,9028.276390447985,1135.4498264329154,719.3544147843943,108.01336145634123,85.9921840097353,0.9253971658684749,1.0478727940318944,652.0,1.9301848049281316,101,0.6825837436173465,0.42152834839769926,0.17296631059983567,0.4055053410024651
Rh1006,0,409.46696344892223,64.8577368446323,48.29776916495021,1291,30.248359887535145,2686,62.933458294283035,48.29777211251002,398.0,428.0,0.11795279332354436,0.15839553037035867,149.8933738172937,200.0,82.41758241758242,21.654991299726674,1245.3248230461054,1419.0003566361672,0.8776071247777759,46.74072191122758,53.25927808877243,3021.680952836251,357.3557731539786,409.46696344892223,64.8577368446323,48.297772112510025,1.0460114345600005,1.370555660977602,360.0,3.069353327085286,330,0.7226628809733667,0.3433325521443637,0.3231778767283806,0.3334895711272557
Rh1007,0,974.9158361018826,165.70086388433594,134.07695268056744,1237,68.49390919158361,1544,85.49280177187154,134.07695313841558,956.0,1152.0,0.1375266953037821,0.16996427563109104,63.215335532771206,90.9090909090909,33.11258278145695,10.071036933543375,13736.560370656742,4883.436706371413,2.8128879714432813,73.77316072516359,26.226839274836415,22497.89577359693,3877.8986965687764,974.9158361018826,165.70086388433594,134.07695313841558,0.8647451985289992,1.0709540038614787,844.0,1.3842746400885935,19,0.6722711258313742,0.43213296398891965,0.12631578947368421,0.44155124653739614
Rh1008,0,918.0410888546481,165.33190124975582,72.60083660026105,805,41.345659989727785,1337,68.66974833076527,72.60109370946759,996.0,996.0,0.07908261905798249,0.1800920495356309,68.02730802383945,120.96774193548387,40.21447721179624,15.05137894151396,1708.022843649797,897.6908910795388,1.9026848335241267,65.54913614972425,34.450863850275745,3306.16013133191,700.4463966025742,918.0410888546481,165.33190124975582,72.60109370946759,-0.8067966759513061,-0.37556556112475326,1024.0,3.2871083718541345,223,0.9032185542690342,0.3715313463514902,0.2744090441932169,0.3540596094552929
Rh1009,0,621.8583916083916,92.41893236032531,37.69684103766679,294,10.27972027972028,565,19.755244755244757,37.69689130221479,628.0,616.0,0.06061973563581657,0.14861732768659833,98.77225265636388,197.3684210526316,65.21739130434783,15.84818296063388,1011.119143915684,631.7192516510296,1.600583077487466,61.54708501117594,38.45291498882407,2186.4361381140657,543.5977425473519,621.8583916083916,92.41893236032531,37.69689130221479,0.007134541846136605,-0.11589687843729823,672.0,2.4475524475524475,743,0.9164828641427818,0.16334382651276672,0.6768100734522561,0.15984610003497726
Rh1010,0,1144.726501305483,90.32443303539692,84.87875853777545,827,53.98172323759791,1232,80.4177545691906,84.87875857798605,1120.0,932.0,0.07414763131733874,0.07890481519593373,52.68823768119779,80.64516129032258,35.79952267303103,3.527884153322274,4093.6863494440267,1037.350582559313,3.946290114711495,79.7828275978849,20.217172402115107,6791.137924337922,1660.100992334583,1144.726501305483,90.32443303539692,84.87875857798605,2.8971126040572583,11.874318166556828,1120.0,4.699738903394255,10,0.5587957862469872,0.4350097975179621,0.16394513389941215,0.40104506858262573
Rh1011,0,1002.6369565217391,222.46562074329748,124.45100200278564,550,29.891304347826086,1019,55.380434782608695,124.45100321927441,1004.0,1488.0,0.12412369443373503,0.2218805314288991,63.638566310400094,123.96694214876032,30.425963488843813,18.184916699686827,11593.926940224606,4923.6359558992135,2.3547490196413565,70.1915107763589,29.80848922364113,22465.3010292302,5947.738133106378,1002.6369565217391,222.46562074329748,124.45100321927441,-0.22296076663740466,0.8345383430225706,960.0,1.684782608695652,210,0.843981057530464,0.3132137030995106,0.37792278412180536,0.30886351277868407
Rh1012,0,596.3699499165275,125.6505823152835,29.531153391211586,322,10.751252086811352,662,22.103505843071787,29.531184337296622,568.0,580.0,0.049518229986990514,0.21069234345706137,105.7355975448377,187.5,66.66666666666667,24.928379945175493,439.4833336028925,312.68785852514424,1.4055017539721717,58.42863143422308,41.57136856577693,1028.7137562640291,276.5425641359923,596.3699499165275,125.6505823152835,29.531184337296626,-0.2028050276536647,-1.1004337769063095,544.0,3.1385642737896493,617,0.9724541659128415,0.15430861723446893,0.7054108216432866,0.1402805611222445
Rh1013,0,611.7251677852349,125.03625779944845,47.589910964157276,509,17.08053691275168,800,26.845637583892618,47.58992477313578,608.0,712.0,0.07779625112603458,0.2043994008815186,102.61500986987636,200.0,59.28853754940712,22.906414092866378,1260.922649417256,1132.6923800107468,1.1132083800239678,52.678590078813805,47.321409921186195,3026.2490321237074,632.6340026957049,611.7251677852349,125.03625779944845,47.58992477313578,0.006613050137850834,-0.7675563069758793,468.0,1.74496644295302,935,0.9278170692947081,0.18932527693857,0.6270560590802282,0.18361866398120175
Rh2001,0,1080.6204620462047,200.43450341433194,188.29786668600755,1034,56.875687568756874,1071,58.91089108910891,188.29796408918523,1028.0,1068.0,0.17424985987460792,0.18548094400766757,57.66385419382303,117.1875,37.9746835443038,12.364728788311348,12875.026485460583,11643.295696713702,1.105788843711539,52.511857825333564,47.48814217466643,26613.679056338617,2095.356874164332,1080.6204620462047,200.43450341433194,188.29796408918523,0.1819609951862173,0.47139122899446173,1024.0,2.4752475247524752,2,0.5584084886913806,0.3775454045129334,0.33351678591084205,0.28893780957622456
Rh2002,0,511.5536166619758,72.92602949846298,50.02991014522081,506,14.241486068111454,716,20.151984238671545,50.0299722478748,508.0,1268.0,0.09780005578757073,0.14255793942837278,119.19193042086042,200.0,38.265306122448976,14.599708243011936,2474.2729865680167,1130.1343381023235,2.1893618334991194,68.64576513405888,31.354234865941123,4678.296259315748,1073.8889346454084,511.5536166619758,72.92602949846298,50.0299722478748,4.085963506189068,43.62965016711158,512.0,4.418801013228258,230,0.7628680233717829,0.15315315315315314,0.7128378378378378,0.134009009009009
Rh2003,0,924.5657114624506,181.3705302852874,107.54701752908315,634,31.324110671936758,1174,58.00395256916996,107.54717473374835,944.0,1652.0,0.11632182915764139,0.19616835021753173,68.16287891916264,200.0,30.737704918032787,18.43995546719739,10060.306262403243,3761.9008820807667,2.6742613848025494,72.78364560191085,27.216354398089155,16764.202476601182,2941.9953321171733,924.5657114624506,181.3705302852874,107.54717473374835,-0.08894633126492871,2.778957642292381,940.0,2.66798418972332,425,0.8223282594661745,0.31833910034602075,0.37271379139891253,0.3089471082550667
